top_frac,n_targeted,obs_top,obs_all,lift,model,horizon_months
0.05,12701,0.45615499059602693,0.22797753368562446,2.0008769426598576,cox,12
0.1,25402,0.4264414772179118,0.22797753368562446,1.8705416727859,cox,12
0.2,50805,0.39271182796312243,0.22797753368562446,1.72259003601935,cox,12
0.3,76208,0.36560016374474713,0.22797753368562446,1.6036675098384956,cox,12
