top_frac,n_targeted,obs_top,obs_all,lift,model,horizon_months
0.05,12701,0.8989103942774905,0.630808366956126,1.4250134293795942,cox,36
0.1,25402,0.8816431962544676,0.630808366956126,1.397640301616018,cox,36
0.2,50805,0.8677883563644806,0.630808366956126,1.3756766742836135,cox,36
0.3,76208,0.8366907942915127,0.630808366956126,1.3263787199412755,cox,36
