top_frac,n_targeted,obs_top,obs_all,lift,model,horizon_months
0.05,12701,0.9380739538635722,0.630808366956126,1.4870981473979359,rsf,36
0.1,25402,0.9087028796816186,0.630808366956126,1.4405371381905288,rsf,36
0.2,50805,0.86669650680574,0.630808366956126,1.373945800668209,rsf,36
0.3,76208,0.8498139489840644,0.630808366956126,1.3471824305132762,rsf,36
