top_frac,n_targeted,obs_top,obs_all,lift,model,horizon_months
0.05,12701,0.8189988170786969,0.5035482619959694,1.626455454006219,cox,24
0.1,25402,0.7788180804513176,0.5035482619959694,1.5466602493358454,cox,24
0.2,50805,0.7406145674473747,0.5035482619959694,1.4707916268278232,cox,24
0.3,76208,0.713500547498318,0.5035482619959694,1.4169457058001507,cox,24
